# Pathway	AMCTRL15_R1.fq_fused_Abundance-CPM	ERR4330046_1.fastq_fused_Abundance-CPM	ERR4330063_1.fastq_fused_Abundance-CPM	ERR4330071_1.fastq_fused_Abundance-CPM	ERR4330072_1.fastq_fused_Abundance-CPM	ERR4330106_1.fastq_fused_Abundance-CPM	ERR4330111_1.fastq_fused_Abundance-CPM	ERR4333879_1.fastq_fused_Abundance-CPM	ERR4333941_1.fastq_fused_Abundance-CPM	ERR4333958_1.fastq_fused_Abundance-CPM	ERR4333961_1.fastq_fused_Abundance-CPM	ERR4334017_1.fastq_fused_Abundance-CPM	ERR4334044_1.fastq_fused_Abundance-CPM	ERR4334065_1.fastq_fused_Abundance-CPM	ERR4334084_1.fastq_fused_Abundance-CPM	ERR4334132_1.fastq_fused_Abundance-CPM	ERR4334171_1.fastq_fused_Abundance-CPM	ERR4334201_1.fastq_fused_Abundance-CPM	ERR4334219_1.fastq_fused_Abundance-CPM	ERR4334225_1.fastq_fused_Abundance-CPM	ERR4334253_1.fastq_fused_Abundance-CPM	ERR4335098_1.fastq_fused_Abundance-CPM	ERR4335137_1.fastq_fused_Abundance-CPM	ERR4335169_1.fastq_fused_Abundance-CPM	ERR4335257_1.fastq_fused_Abundance-CPM	ERR4335259_1.fastq_fused_Abundance-CPM	ERR4335281_1.fastq_fused_Abundance-CPM	ERR4335315_1.fastq_fused_Abundance-CPM	ERR4341695_1.fastq_fused_Abundance-CPM	ERR4341716_1.fastq_fused_Abundance-CPM	ERR4341722_1.fastq_fused_Abundance-CPM	ERR4341723_1.fastq_fused_Abundance-CPM	ERR4341772_1.fastq_fused_Abundance-CPM	ERR4341784_1.fastq_fused_Abundance-CPM	ERR4341884_1.fastq_fused_Abundance-CPM	ERR4341923_1.fastq_fused_Abundance-CPM	ERR4341949_1.fastq_fused_Abundance-CPM	ERR4341950_1.fastq_fused_Abundance-CPM	HV01_R1.fq_fused_Abundance-CPM	HV02_R1.fq_fused_Abundance-CPM	HV03_R1.fq_fused_Abundance-CPM	HV04_R1.fq_fused_Abundance-CPM	HV05_R1.fq_fused_Abundance-CPM	HV06_R1.fq_fused_Abundance-CPM	HV07_R1.fq_fused_Abundance-CPM	HV08_R1.fq_fused_Abundance-CPM	HV09_R1.fq_fused_Abundance-CPM	HV10_R1.fq_fused_Abundance-CPM	HV11_R1.fq_fused_Abundance-CPM	HV12_R1.fq_fused_Abundance-CPM	HV13_R1.fq_fused_Abundance-CPM	HV14_R1.fq_fused_Abundance-CPM	MAV02T0_EKDN230029731-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	MAV05T0_EKDN230029732-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	MAV09T0_EKDN230029733-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	MAV10T0_EKDN230029734-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV11T0_EKDN230029735-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV13T0_EKDN230029736-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV14T0_EKDN230029737-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV17T0_EKDN230029738-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV18T0_EKDN230029739-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV19T0_R1.fq_fused_Abundance-CPM	MAV21T0_EKDN230029741-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV26T0_EKDN230029742-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV27T0_EKDN230029743-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV28T0_EKDN230029744-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV29T0_EKDN230029745-1A_HJGKNDSX7_L3_R1_fused_Abundance-CPM	MAV30T0_EKDN230029746-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV32T0_R1.fq_fused_Abundance-CPM	MAV33T0_R1.fq_fused_Abundance-CPM	MBCTRL17_R1.fq_fused_Abundance-CPM	MS10_S10_R1.fq_fused_Abundance-CPM	MS11_R1.fq_fused_Abundance-CPM	MS12_R1.fq_fused_Abundance-CPM	MS13_R1.fq_fused_Abundance-CPM	MS14_R1.fq_fused_Abundance-CPM	MS15_R1.fq_fused_Abundance-CPM	MS16_R1.fq_fused_Abundance-CPM	MS17_R1.fq_fused_Abundance-CPM	MS18_R1.fq_fused_Abundance-CPM	MS19_R1.fq_fused_Abundance-CPM	MS1_S1_R1.fq_fused_Abundance-CPM	MS20_R1.fq_fused_Abundance-CPM	MS21_R1.fq_fused_Abundance-CPM	MS22_R1.fq_fused_Abundance-CPM	MS23_R1.fq_fused_Abundance-CPM	MS24_R1.fq_fused_Abundance-CPM	MS25_R1.fq_fused_Abundance-CPM	MS26_R1.fq_fused_Abundance-CPM	MS2_S2_R1.fq_fused_Abundance-CPM	MS3_S3_R1.fq_fused_Abundance-CPM	MS4_S4_R1.fq_fused_Abundance-CPM	MS5_S5_R1.fq_fused_Abundance-CPM	MS6_S6_R1.fq_fused_Abundance-CPM	MS7_S7_R1.fq_fused_Abundance-CPM	MS8_S8_R1.fq_fused_Abundance-CPM	MS9_S9_R1.fq_fused_Abundance-CPM	NBCTRL18_R1.fq_fused_Abundance-CPM	RRCTRL16_EKDN240004377-1A_2237LCLT4_L8_R1.fq_fused_Abundance-CPM	TEC01T0_ZKDN230026684-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC02T0_EKDN230029719-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC03T0_ZKDN230026686-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC04T0_EKDN230029720-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC05T0_R1.fq_fused_Abundance-CPM	TEC06T0_R1.fq_fused_Abundance-CPM	TEC07T0_EKDN230029723-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC08T0_EKDN230029724-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC09T0_EKDN230029725-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC10T0_ZKDN230026688-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC11T0_EKDN230029726-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC12T0_EKDN230029727-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC14T0_ZKDN230026689-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC15T0_EKDN230029728-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC16T0_EKDN230029729-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC17T0_ZKDN230026690-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC19T0_EKDN230029730-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC20T0_ZKDN230026691-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC21T0_ZKDN230026692-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC22T0_ZKDN230026693-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC24T0_ZKDN230026709-1A_HMC2MDSX7_L2_R1.fq_fused_Abundance-CPM	TEC26T0_EKDN240004369-1A_222VCVLT4_L1_R1.fq_fused_Abundance-CPM	TEC27T0_R1.fq_fused_Abundance-CPM	TEC28T0_EKDN240004371-1A_222VCVLT4_L1_R1.fq_fused_Abundance-CPM	TEC30T0_EKDN240004380-1A_222VKGLT4_L1_R1.fq_fused_Abundance-CPM	TEC31T0_EKDN240004383-1A_222VKGLT4_L1_R1.fq_fused_Abundance-CPM
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Megamonas.s__Megamonas_hypermegale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.4758	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Megasphaera.s__Megasphaera_elsdenii	1.17596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4032	0	0	0	0	0	0	0	0	0	0	0	2.40657	0	0	0	0	0	0	0	0	0	0	4.2324	3.71952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Megasphaera.s__Megasphaera_hexanoica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.840693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.551126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14337	0.969047	0	0	0	0	0	0	0	0	36.2892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Mogibacterium.s__Mogibacterium_diversum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Monoglobus.s__Monoglobus_pectinilyticus	0	0.815404	0	0	0.495318	0	0	0.281425	1.44422	0	0.900142	0	2.69035	0	0.787592	0.622395	0	0	0.330867	0	0	0.290153	0.707802	0	0	0	0	0	1.18436	0	0	0	7.85937	0	0	0	0	0	0	0	0	0	0	0	0	1.04628	0	0	0.201053	0	0	0	0	0	1.45701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.601403	0	0.527432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55747	0	0	0	0	0.36867	0.491683	0	0	0	0	0.359294	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Morganella.s__Morganella_morganii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.324552	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Odoribacter.s__Odoribacter_splanchnicus	9.50075	0.819688	1.59041	1.93801	0	0.781025	1.70061	4.32776	0.644136	0	0	2.38557	2.1444	2.53391	2.70886	0	2.53276	0	0.701413	1.34747	0	1.85884	2.19601	0	1.06905	2.11249	1.90701	2.84324	1.34077	1.42501	3.42808	6.29218	3.32626	8.00749	1.40102	2.07322	0.768802	1.76159	0	2.36359	0	0.82345	0.690119	0.759107	1.06018	0.557186	0.546144	2.11603	0.911545	3.50821	3.36426	1.05444	0.514234	0	2.81927	0	1.00748	0.581988	0.652435	0	0.277488	1.87017	0.33056	0.941253	2.67306	1.59833	0	0.399256	11.5431	4.59854	4.69974	7.83603	0.214519	1.07595	0.91805	5.2423	1.44705	1.55104	8.44295	0.131802	0.895725	1.60646	4.42947	0	0.255687	0.675092	0.493164	4.45894	0.768472	4.27102	7.51469	2.41243	0.121479	2.04329	5.44803	8.23646	1.57089	6.04186	5.9345	1.36544	0	1.23149	7.34981	1.66878	0	4.02967	3.2817	0.700439	0	0.418755	0	0	2.94809	0	0.946644	0.989228	1.49868	2.73855	1.65611	0	0	2.98055	1.25863	2.40379	2.9098
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Olsenella.s__Olsenella_uli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Oxalobacter.s__Oxalobacter_formigenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.914956	0	0	0	2.63032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.425085	0	0	0	0	0	0	0	0	0	0	0	0	0.250229	0	0.245444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.546639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Parabacteroides.s__Parabacteroides_distasonis	2.11057	0.984884	3.73735	11.7059	0	0	2.60757	0	2.72691	0	0.91729	4.01445	2.39645	0.967042	31.4017	0	7.31546	6.74753	12.782	24.0882	0	1.11867	14.0774	9.42047	0	2.39462	8.03746	4.53886	8.04331	13.1975	2.62762	3.21867	0	7.44423	3.88515	1.00964	3.60166	2.72857	0.35748	2.26906	1.2699	2.06337	0.416593	1.34433	1.97842	4.04392	1.34922	0	4.14435	2.66313	3.28342	4.12619	0.646258	0	36.7343	0	0.877588	0.590521	2.13029	0	0	2.38802	0.42783	7.45438	3.92413	0.585703	0	0.341578	3.42715	0	4.03956	2.66236	0	0	5.34046	2.07926	0	0	4.76251	2.01	3.12247	5.0946	2.98674	3.32951	0.508461	7.67554	1.91292	1.59053	1.06816	4.21601	7.20511	1.01341	0	1.48314	2.61864	3.37339	5.15045	5.209	2.20495	4.0276	0	2.15488	5.80269	0.522928	12.5794	0.622949	2.39697	3.21743	0	1.40541	0	0	1.77896	0	3.60793	3.38875	9.00362	4.81942	5.98153	5.35588	19.0982	21.1472	1.60453	7.59706	12.4061
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0.516958	0	0	0.992582	0	0.210217	0	0	0.454108	0	0	0	0	0	0	0	0	0.8271	0	0	0.130521	0	0.098407	0	0	0	0	0	0	2.32556	0	0	0	0	0	0	0	0	0	1.90584	0	0	0	0	0	0	0	0	0	0.127995	0	0	0	0	0	0	0	0	0	0	0.040058	1.87983	0.118027	0	0	0	0	0.11088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.813978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25096
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Parabacteroides.s__Parabacteroides_johnsonii	1.38669	0	0	0	0	0	0	0	0	0	0	0.489844	0	0	0	0	0	0.321806	0	0.181748	0	0	0	0	0	0.390051	0	9.8151	0	0	1.18728	0	0	8.76298	0	0	0	0.755401	0	1.91926	0	0	0.273655	0	0	0.445557	0.174111	0	0.0627266	0	0	0	0	0	0	0	0.392953	0.848205	0.0236092	0	0	0.475758	0	0	0	0	0.23045	0	0	0	0	0	0	0	0	0	0	3.1505	0	1.19318	0.903779	0	0	0	0	0	0	0.830735	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34996	0	0	0	0	0	1.36598	0	1.30176	0	0	0	0	0.114725	0	0	0.191705	0	0	0	0	0	0	3.22458
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Parabacteroides.s__Parabacteroides_merdae	1.38275	1.96356	2.3261	2.23462	5.57626	1.28496	9.47749	2.32706	0.848655	0	2.85391	0.260431	3.62	3.65406	9.11242	0	4.68242	0.222764	2.55231	6.39464	0	3.1955	4.0901	10.8113	2.07835	6.42293	3.81635	0	3.52578	4.94326	0.748246	6.42284	0	0	0	1.39965	0	1.43075	0	0	3.28283	9.19566	0.2365	0	5.77137	5.56351	0	0	6.60965	1.95921	6.44821	0.653058	1.95652	0	20.6143	0.222663	0	0.17158	2.98258	0	1.53981	0	2.585	6.05278	10.7663	0	0.928315	1.01061	2.10286	0	2.37243	0	0	0.437777	2.87825	0	0.278958	0	6.31137	0.269074	0	0	0	0	0	4.00045	1.51894	0.979433	1.42444	0	2.196	0	0.234814	2.94029	0	0	3.10816	2.80235	0.782562	1.61872	0.335505	0.493902	12.5093	1.43279	3.33353	5.22898	2.83141	0	0	0	0.203374	1.3961	2.85431	0	2.96715	1.92871	0	1.77402	0	0	6.77702	2.28333	0	4.90037	1.37652
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Paraprevotella.s__Paraprevotella_clara	0	8.45002	0	0	0	0	0	11.7713	0	12.684	3.41495	0	0.772014	0	0	0	9.40288	0	2.01374	0	0	9.28219	0	2.58205	0	0	0	0	0	1.40468	0	0	0	0	0	3.31562	0	0	0	0	0	0	0	0	0	0	0	0	0	3.60785	0	0	0.668229	0	0	0	0	0	0	0	0	0	0	3.65851	0	6.96577	0	0.80669	0	0	0	0	0	0	2.20655	0	0	0	2.73894	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321573	0	0	0	0	0	0	0	0	4.44997	0	0	0	2.52054	0	0	0	0	0	1.23497	0	0.209976	4.0624	0	0	2.48595	0	0	0	0	0	0	2.32494
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Paraprevotella.s__Paraprevotella_xylaniphila	0	0.0282992	0	0	0	0	0	0	0	0.113787	0	0	0	0	0	0	0.338687	0	0	0	0	0.0474032	0	0.0761088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0637242	2.51625	0.0270994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047056	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Parvimonas.s__Parvimonas_micra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Pediococcus.s__Pediococcus_acidilactici	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.485174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Pediococcus.s__Pediococcus_pentosaceus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	0	2.00007	3.69151	0	8.3565	0	6.51961	0	0	0	0	6.82051	0	4.06042	0	0	0	0	0	4.68899	0	1.65885	0	0	3.57021	2.84354	0	5.65936	7.20186	4.31943	0	16.302	0	7.57068	2.2371	0	0	7.19615	0	0	0	0	0.555091	0	4.0253	0	11.8382	0	0	0	0.374714	5.90072	0	0	0	0	0	4.1017	0	0	0	0	0	0	2.60628	0	0	8.04901	0	1.09982	1.93083	0	0	0	0	0	0	0	3.74251	0	0	0	2.18497	0	0.473114	0.527586	0.528803	0	0	0	4.87216	0	0	0	0	0	0	0	0	15.497	0	0	3.10022	3.44235	0	0.919549	0	0	0	0.590815	0	0	0	2.67136	0	1.08853	0	0	0	0	0	0	5.6007	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	0	0	0	0	0	0	0	0	0	0	5.83872	0	4.45899	0	0	0	7.14265	18.6687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84397	0	0	0	1.48386	0	0	0	0	0	0	0	0	7.5506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.75326	0	1.91019	0	0	0	0	0	3.30438	0	0	4.03876	0	0	0	0	0	0	2.44942
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Prevotella.s__Prevotella_bivia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271082	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Romboutsia.s__Romboutsia_ilealis	3.14847	0	0	0	0	0.394923	0	0.406923	0.336266	0	0	0	0.586095	0	0	1.14001	0.32616	0	1.85351	0.864918	0	2.05546	1.21918	0	1.05804	0	0	0	0	0	0	0.814187	0	0	0	0	0	0.5452	0	0	0.99059	0.14928	0	0	0	0	0	0	0	0	0	0	4.27923	0	0.692363	4.94712	2.17321	0	1.47056	1.49025	2.4384	1.03906	5.18801	0.327477	1.80475	1.39958	1.34798	2.01872	0.488846	0.718179	0.290592	0	0.325093	0	0	0	0	0	0	0.185573	0	0	0	0	0.124347	0.29263	0	0	0.187605	0	0.117261	0	5.42182	0.180449	0	0	0.296683	0	0	0.777187	5.76028	0	1.34839	0.71326	5.74712	0.633644	0.436529	0	0	0.828968	0	2.27746	0.867597	0.617463	0	2.41991	0	0.349019	0.633787	0	0	0	4.28602	1.01464	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Roseburia.s__Roseburia_hominis	0	0	0.390132	0	0	1.22264	0	0.184769	0	0	0	0	0	1.14897	0	0.246011	0	0	0	2.59229	0	1.23007	0	0.31583	1.95615	1.55994	0	1.22075	1.22962	0	1.61891	0	0	0	0	2.06398	0	0.495998	0.224877	0.076808	0.102564	0.12962	0	0.599824	2.96734	0	3.04235	2.64622	0.595292	6.7753	0.641042	0	1.47545	0	0.413027	0	0	0	0.640435	0	0.572449	0.999024	0.724496	0.153105	0	0.582303	0.156521	1.59728	0	0	0	1.51602	1.06534	0.395611	0.242408	0.279128	0.202748	0	0.796978	0	1.68779	0	0	0	0.106262	0.204143	0.0665077	0.515893	0.285072	0.457944	0.381163	0.612035	0	0.256465	0	0	0	0	1.17864	1.3293	0	0.646181	0.377794	0	0	1.00162	2.53727	3.23349	0	0	3.02916	4.44852	3.08559	9.46579	0.758148	0	0	0.710748	0.569297	0	0	0	0.544143	0	2.14641
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Roseburia.s__Roseburia_intestinalis	0	0	0	0	0	0.954168	0.809492	4.41881	0	9.18216	0.578503	2.00576	0	0	0	2.61999	0	0	0	0	0.600407	9.4952	3.105	0	0.401088	0	1.69956	0	0.357121	4.4423	0	0.878336	0	0	2.36359	0	0	0	0	3.67062	0.0813089	0	0	7.30876	86.9322	2.04575	0	32.8235	0.530541	10.0514	1.9035	0	0.670429	1.67979	3.37697	1.29342	0	2.63844	0	0	1.60468	3.10076	1.30128	0	0	0	3.52529	0.117083	1.42088	0	2.21667	1.27072	2.71748	0.463827	19.4253	5.77429	0	0	7.45899	0	15.2875	0.24753	0	0	22.2195	3.94832	11.746	7.87213	0	0.974893	19.5926	24.3499	0	0.339139	9.84926	0	3.34936	0	0	0	3.86339	0.99545	0	3.23274	0.528208	23.3006	2.80706	17.5046	7.20062	2.07704	0	0	0.317737	0	0	0.317491	3.73419	0	0.137135	6.19228	0.996805	0	4.67292	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Sellimonas.s__Sellimonas_intestinalis	0	0	0	0.802181	0	0	0	0	0	0.939079	0.741446	0	0	0	0	0.924083	0	0	0	0	0	0	0	0	0	0	0.472877	0.597112	0.466816	0	0	0	0	0	0	0	0.559846	0	3.50671	0.511779	2.48755	0	0	2.10965	0	1.42157	0	1.88336	0	0	0	0.229066	0	0	2.16254	0	0	5.26048	1.01658	0	0	0	1.33906	0	0	0	0	0	0	0	0	0	0	0.291568	1.29494	0.245027	0	0.196269	0	0	0	3.44757	0	0	0	0	0.972952	0	0	0.50987	0	0	0.20501	0	0	0	0	0	0	0	0	0	0.708232	0.61264	0	0	0	0	0	0	0.253859	0	0	0	0	0	0	0	0	5.37218	0.430712	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Staphylococcus.s__Staphylococcus_xylosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
