# Pathway	AMCTRL15_R1.fq_fused_Abundance-CPM	ERR4330046_1.fastq_fused_Abundance-CPM	ERR4330063_1.fastq_fused_Abundance-CPM	ERR4330071_1.fastq_fused_Abundance-CPM	ERR4330072_1.fastq_fused_Abundance-CPM	ERR4330106_1.fastq_fused_Abundance-CPM	ERR4330111_1.fastq_fused_Abundance-CPM	ERR4333879_1.fastq_fused_Abundance-CPM	ERR4333941_1.fastq_fused_Abundance-CPM	ERR4333958_1.fastq_fused_Abundance-CPM	ERR4333961_1.fastq_fused_Abundance-CPM	ERR4334017_1.fastq_fused_Abundance-CPM	ERR4334044_1.fastq_fused_Abundance-CPM	ERR4334065_1.fastq_fused_Abundance-CPM	ERR4334084_1.fastq_fused_Abundance-CPM	ERR4334132_1.fastq_fused_Abundance-CPM	ERR4334171_1.fastq_fused_Abundance-CPM	ERR4334201_1.fastq_fused_Abundance-CPM	ERR4334219_1.fastq_fused_Abundance-CPM	ERR4334225_1.fastq_fused_Abundance-CPM	ERR4334253_1.fastq_fused_Abundance-CPM	ERR4335098_1.fastq_fused_Abundance-CPM	ERR4335137_1.fastq_fused_Abundance-CPM	ERR4335169_1.fastq_fused_Abundance-CPM	ERR4335257_1.fastq_fused_Abundance-CPM	ERR4335259_1.fastq_fused_Abundance-CPM	ERR4335281_1.fastq_fused_Abundance-CPM	ERR4335315_1.fastq_fused_Abundance-CPM	ERR4341695_1.fastq_fused_Abundance-CPM	ERR4341716_1.fastq_fused_Abundance-CPM	ERR4341722_1.fastq_fused_Abundance-CPM	ERR4341723_1.fastq_fused_Abundance-CPM	ERR4341772_1.fastq_fused_Abundance-CPM	ERR4341784_1.fastq_fused_Abundance-CPM	ERR4341884_1.fastq_fused_Abundance-CPM	ERR4341923_1.fastq_fused_Abundance-CPM	ERR4341949_1.fastq_fused_Abundance-CPM	ERR4341950_1.fastq_fused_Abundance-CPM	HV01_R1.fq_fused_Abundance-CPM	HV02_R1.fq_fused_Abundance-CPM	HV03_R1.fq_fused_Abundance-CPM	HV04_R1.fq_fused_Abundance-CPM	HV05_R1.fq_fused_Abundance-CPM	HV06_R1.fq_fused_Abundance-CPM	HV07_R1.fq_fused_Abundance-CPM	HV08_R1.fq_fused_Abundance-CPM	HV09_R1.fq_fused_Abundance-CPM	HV10_R1.fq_fused_Abundance-CPM	HV11_R1.fq_fused_Abundance-CPM	HV12_R1.fq_fused_Abundance-CPM	HV13_R1.fq_fused_Abundance-CPM	HV14_R1.fq_fused_Abundance-CPM	MAV02T0_EKDN230029731-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	MAV05T0_EKDN230029732-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	MAV09T0_EKDN230029733-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	MAV10T0_EKDN230029734-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV11T0_EKDN230029735-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV13T0_EKDN230029736-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV14T0_EKDN230029737-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV17T0_EKDN230029738-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV18T0_EKDN230029739-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV19T0_R1.fq_fused_Abundance-CPM	MAV21T0_EKDN230029741-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV26T0_EKDN230029742-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV27T0_EKDN230029743-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV28T0_EKDN230029744-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV29T0_EKDN230029745-1A_HJGKNDSX7_L3_R1_fused_Abundance-CPM	MAV30T0_EKDN230029746-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV32T0_R1.fq_fused_Abundance-CPM	MAV33T0_R1.fq_fused_Abundance-CPM	MBCTRL17_R1.fq_fused_Abundance-CPM	MS10_S10_R1.fq_fused_Abundance-CPM	MS11_R1.fq_fused_Abundance-CPM	MS12_R1.fq_fused_Abundance-CPM	MS13_R1.fq_fused_Abundance-CPM	MS14_R1.fq_fused_Abundance-CPM	MS15_R1.fq_fused_Abundance-CPM	MS16_R1.fq_fused_Abundance-CPM	MS17_R1.fq_fused_Abundance-CPM	MS18_R1.fq_fused_Abundance-CPM	MS19_R1.fq_fused_Abundance-CPM	MS1_S1_R1.fq_fused_Abundance-CPM	MS20_R1.fq_fused_Abundance-CPM	MS21_R1.fq_fused_Abundance-CPM	MS22_R1.fq_fused_Abundance-CPM	MS23_R1.fq_fused_Abundance-CPM	MS24_R1.fq_fused_Abundance-CPM	MS25_R1.fq_fused_Abundance-CPM	MS26_R1.fq_fused_Abundance-CPM	MS2_S2_R1.fq_fused_Abundance-CPM	MS3_S3_R1.fq_fused_Abundance-CPM	MS4_S4_R1.fq_fused_Abundance-CPM	MS5_S5_R1.fq_fused_Abundance-CPM	MS6_S6_R1.fq_fused_Abundance-CPM	MS7_S7_R1.fq_fused_Abundance-CPM	MS8_S8_R1.fq_fused_Abundance-CPM	MS9_S9_R1.fq_fused_Abundance-CPM	NBCTRL18_R1.fq_fused_Abundance-CPM	RRCTRL16_EKDN240004377-1A_2237LCLT4_L8_R1.fq_fused_Abundance-CPM	TEC01T0_ZKDN230026684-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC02T0_EKDN230029719-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC03T0_ZKDN230026686-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC04T0_EKDN230029720-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC05T0_R1.fq_fused_Abundance-CPM	TEC06T0_R1.fq_fused_Abundance-CPM	TEC07T0_EKDN230029723-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC08T0_EKDN230029724-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC09T0_EKDN230029725-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC10T0_ZKDN230026688-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC11T0_EKDN230029726-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC12T0_EKDN230029727-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC14T0_ZKDN230026689-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC15T0_EKDN230029728-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC16T0_EKDN230029729-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC17T0_ZKDN230026690-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC19T0_EKDN230029730-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC20T0_ZKDN230026691-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC21T0_ZKDN230026692-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC22T0_ZKDN230026693-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC24T0_ZKDN230026709-1A_HMC2MDSX7_L2_R1.fq_fused_Abundance-CPM	TEC26T0_EKDN240004369-1A_222VCVLT4_L1_R1.fq_fused_Abundance-CPM	TEC27T0_R1.fq_fused_Abundance-CPM	TEC28T0_EKDN240004371-1A_222VCVLT4_L1_R1.fq_fused_Abundance-CPM	TEC30T0_EKDN240004380-1A_222VKGLT4_L1_R1.fq_fused_Abundance-CPM	TEC31T0_EKDN240004383-1A_222VKGLT4_L1_R1.fq_fused_Abundance-CPM
PWY-7977: L-methionine biosynthesis IV|g__Bacteroides.s__Bacteroides_cellulosilyticus	2.35979	0	4.30049	0	0	0	0	0	0.646734	0	0	19.8897	2.62251	0.287734	1.02863	0	2.94952	0	10.0582	3.85095	0	1.96645	0	0.117582	2.33047	1.60049	0	0	0.760108	0	0.658075	2.86234	0	0	0	0	0.286694	0.734114	0	1.48527	0	3.50284	0	0	1.12786	1.3263	0.209632	3.61287	0.0366818	2.62649	0.442463	0	0	0	0	0	0.176367	0	0	0	1.54923	0.630722	0	1.28107	0	0	0.843638	0	0	0	0.429524	0	0	2.51212	0	0.135457	0	0	0	0	0.0418588	0	0	0	0.653221	0.172049	0.239181	2.46184	0	0	0.225171	0.321273	0	0	0.244722	0	0	0	0	0	0.401559	0.0551162	0	5.9368	0	0.776295	0	0	0	0	0	0	0	0	4.07758	0	0	0.216905	0	0	5.25015	0	0	0.0698482	1.16982
PWY-7977: L-methionine biosynthesis IV|g__Bacteroides.s__Bacteroides_eggerthii	0	6.71127	0	0	0	0	0	0	0	0	2.32652	0	0	2.4238	0	0	0	0.236987	0	0	0	0	0	0	0	2.0167	0	0	85.5925	0	0	0	0	0	0	0.0720433	0	7.68853	0	40.6745	0	1.88696	5.72864	0	0.066986	0	1.21892	0	0	0.0367465	0.304707	4.28268	0	0	0	0	0	0.110959	49.7972	0	0	24.7022	0	0.0184505	0.18554	0.0320919	0	1.89882	0	0	11.9017	0	0	0	0	0	3.59205	0	0.368961	0.593578	0	0	0	0	0	36.3792	0.0192115	0	3.81008	0	0	7.27346	0	0	0	0	0	29.0358	0	0	0.0222722	0.747739	33.2146	0	0.735344	4.37576	0	9.05238	0	9.40029	0.0162918	0	13.6427	0	0.0655162	3.02904	0	0	24.2834	0	0	0	0	0	0.565438
PWY-7977: L-methionine biosynthesis IV|g__Bacteroides.s__Bacteroides_faecis	1.26154	0	0	0	0	0	0	1.63015	0.835838	0	0.0640598	10.8674	0	3.61446	0	0	0	0	0	0	0	0	0	0	9.36341	3.61	0	0	0.64797	4.81878	0	0.20939	0	0	0	0	0	0	0	0	0	0	0.895547	0	0.0215418	0.0935668	0	0	1.10564	0.643811	0	0	0.410092	0	30.4407	0	0	0	0	0	0	0	0	0.718681	0	0.0288882	0	0	0	0	2.11551	0	0	0	0.0298232	2.40954	0	0	0	0	0.0276161	0	0	0	0	0	0.846719	0	2.63422	0	3.05762	0	0	0	3.41332	4.24948	0.0342179	0.791656	4.62568	0.576517	0.855558	0	0	0	0	0	0.780575	0	0	0.223091	0	0	1.31722	0	0	0	2.73962	0	0	0	4.74882	4.12103	0	0	0
PWY-7977: L-methionine biosynthesis IV|g__Bacteroides.s__Bacteroides_finegoldii	1.89358	0	0	0	0	1.42601	0	0	0.162232	0	0.300642	0	1.79753	0	0	0	1.25175	1.02551	0.458909	0	0	0	0	0	0	0	0	0	0.447395	0	1.83215	0.167642	0	0	0	0.50183	0	0	0	0	0	0.980532	0	0	0	3.62863	3.27105	0	0	2.13526	0	0	0	0	0	0	0	0.401458	1.29742	0	0	5.91087	0	0.327936	0	0	0.430101	0	3.30227	0	2.89289	0	0	0	0	0	0	0	3.42242	0	0	0	0	0	0	14.0391	0.959402	0	4.22628	3.04631	0	1.53224	0	0.593448	0	0	0	1.0695	0	0.430767	0	0	0	1.14331	0	0	5.82758	3.40105	0.90091	0	0	0	0	0	0	0	0	0	0	0	0	4.18636	0	0	0.996285
PWY-7977: L-methionine biosynthesis IV|g__Bacteroides.s__Bacteroides_fragilis	0	0	3.67383	0.50221	0	0	0	0	0	0	0	0	0	0.148493	1.34701	0	0	0	0	0.173528	0	0.327324	0	0	0.184396	0	0.229423	2.17478	0	0	1.42952	0.10417	0	0	0	0	8.51006	0	0.978375	1.98091	0.605853	0.474144	0.0362592	0.788982	2.11244	0.0410424	0	0	0	0	0.0943623	0	0	0	0	1.47988	7.52908	0	0	0	0.305861	0	0.351686	0	0	0	0.0935911	0	0	13.3039	0.391743	0	0	1.6667	0.081302	3.11369	0	15.2469	0	0	0.477806	4.47162	1.70506	1.98969	1.90183	0	0.113067	0	0	9.84628	0	0	0	0	5.22153	2.27381	0	0.210076	0	0	0	0	1.60784	0	0.869949	0.864557	0.213656	0.267488	0	1.09761	0	0	0	0	0	0.436487	0.745751	0	0	0	0.0659655	0.238491	0	0.162609	0
PWY-7977: L-methionine biosynthesis IV|g__Bacteroides.s__Bacteroides_intestinalis	0.314766	0	0.276587	0	0	0	0	0	0	0	0	0.385964	0.0276595	1.42267	3.40195	0	0.0295634	0	0.708302	1.23864	0	0.05641	0	0	0.131319	0.10362	0	0	0	0	0.185559	0.196612	0	0	0	0	0	0.0611059	0	0.0138887	0	0.339612	0	0	0.0499309	0.105984	0	0	0.622745	0.655661	1.09772	0	0	0	0	0	0	0	0	0	0	0.0251473	0	0.0190961	0	0.210125	0	0	0	0.576611	0.0279304	0	0	0.391379	0	2.8568	0	0	0.144985	0	2.2268	0	0	0	0	0	0.0412079	0.0308974	0	0	1.8746	0.0247855	0	0	2.8905	0	0	0	6.23768	2.82904	0.732078	1.65599	0.132453	0	0	0	0	0	0	0.399137	0	0	0	0	0.0727203	0	0	0	0	0	0.235126	0	0	0	0.193133
PWY-7977: L-methionine biosynthesis IV|g__Bacteroides.s__Bacteroides_nordii	0	0.0630657	0	0	0	0	0	0	0.320974	0	0	4.34035	0	0	0.0330674	0	0	0	0	0.0828561	0	0	0	2.12215	0	0	0	0	0	0	0	2.62226	0	0	0	0	0	0.21121	0	0	0	0	0	0	0.0573712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14572	0	0.0980479	0	0	0	0	0	0	0	0	0	0	0	0	0	0.342189	0.338832	0	0	0	0.0340528	0	0	0.0270987	0.159339	0.093671	0	0	0	0	0	0	0	0	0	0.107149	0	0.102138	0	0.360435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0934531	0	0
PWY-7977: L-methionine biosynthesis IV|g__Bacteroides.s__Bacteroides_ovatus	23.3084	5.08976	1.25496	9.26306	0.180395	0.0698081	2.81886	0.975501	0.75968	5.35353	0.671289	2.72729	0.899491	0.737749	2.97454	0	6.33984	0.868411	0.101964	0.0611071	46.7411	5.71607	7.33019	4.28588	0.0648517	2.23317	1.81956	4.93687	3.94649	1.13956	3.46698	6.59748	4.18278	3.26609	0.0537653	0.249061	4.98173	2.35823	2.20738	2.36136	1.07617	0.0944171	5.70337	2.51424	3.76208	1.34794	0.27645	1.50165	1.97021	0.606504	1.50415	0.0486853	0.784313	0	0	0	0.623918	3.01512	3.13852	0	0.159322	1.34091	1.51358	0.0380174	2.40875	0.893012	0.14025	0.217508	0.789985	0.911382	4.99209	1.36257	0	2.80493	0.183775	11.4221	0.354365	7.2358	0.0572138	0	1.79696	0	3.64632	1.21464	2.47257	1.87093	0.120321	0.0306655	1.96532	2.01398	1.11795	0.500448	0.652318	0.0957901	11.5571	0.0950114	6.93368	2.10584	3.69033	2.75216	0.245637	3.90344	4.02357	0	3.25088	3.29854	0.205874	0.881015	0.0377112	0.267399	0	0.0919166	2.54298	0.354242	1.24931	0.105819	53.6519	0.679058	1.45277	0.1905	9.17963	0	2.04292	4.62691	3.50561
PWY-7977: L-methionine biosynthesis IV|g__Bacteroides.s__Bacteroides_salyersiae	0.45999	3.49508	0	2.30999	0	0.353596	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18136	0	0	0	0	0	0	1.75747	0	0	0	4.0424	0	0	5.43171	0	0.0243878	1.38853	1.25474	0	0	0	0.0144573	0	0.52443	0	0	0	0	0	0.0354507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.14732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.943919	0	0	0.777398	0	0	0	0	0	0	0.775361	0	0	0	0	0	0	0	0	0	0	0.252177	0	0	1.15379	0	0	0	0	0	0.52834	0	0.155928	0.19885	0	0	0	0	0	0.331227
PWY-7977: L-methionine biosynthesis IV|g__Bacteroides.s__Bacteroides_stercoris	29.437	0	0	93.6478	72.3867	10.5262	0	45.6301	1.06484	0	2.30575	0	3.68923	0	23.908	0	7.11598	0	4.34367	0	0	0	27.5289	4.63631	4.45348	0.287417	61.9586	53.8376	0	23.4209	1.41448	0	24.3392	0	8.06095	2.33355	0	0.587912	0	0.683603	18.0018	0.383587	0.742503	0	0.366503	0	26.0221	0	2.99409	11.936	2.28014	8.54312	1.11551	0.43204	0	0	0	9.60799	1.08316	0	0	0.304025	4.29926	1.81662	24.8162	1.66393	0	0.370532	0	66.905	0.329726	0.0943571	0	0	27.0357	0	0	0	14.6764	0	0	18.2396	0	65.7774	4.40726	1.21258	40.3615	0	0	4.60269	24.3926	0.0696366	2.08856	0.0617677	0	1.20213	167.862	0.134926	0	22.4533	0.355566	1.52142	0.454541	0	0	0.115885	9.68629	0	0	0.0931188	0.703672	0.988368	0	0.332875	0.355407	0.179826	0	0.434728	1.36223	0	0	38.8954	3.11252	18.5438	1.7001
PWY-7977: L-methionine biosynthesis IV|g__Bacteroides.s__Bacteroides_thetaiotaomicron	2.09791	2.14471	1.58841	2.32455	2.88779	0.473709	0	0.445178	1.31497	11.2814	0	0.338175	0.671547	0.457962	2.8825	0	1.29122	0.766103	0.456173	3.2445	0	1.15208	3.30223	5.54749	5.69692	2.36254	2.14878	14.0003	0.13213	0.664361	0.606584	13.3924	33.973	0.0275849	2.88736	0.0849318	0	4.17362	0.189721	0.741602	0	0.690631	0.127847	0.336557	0.520307	0.726562	2.2723	1.04179	4.16049	0.37479	0.67448	0.844998	0	0	0	0.195847	0	2.66853	0.879948	0	0.47779	0.481691	0.161896	0.66943	1.72727	0.0578754	0.317534	0	2.34817	1.28918	0.901732	1.91946	0	0.5869	0.616958	0	0.196152	0	4.04562	0	0	4.05883	0	0.250321	0.144612	1.02339	0.113848	2.73736	1.57861	4.51832	1.48323	0.357544	0	0	0	0.164985	0.0137376	0.307865	0.0663616	0.372486	0.066018	0	1.74236	0.111929	0.162853	2.04219	0.738561	0.986227	0.0455858	0.0996447	0.0917627	0.318529	0	0.3727	0.324242	5.96202	1.44066	1.47156	3.67554	0	8.24187	0	0.799746	4.14296	1.00913
PWY-7977: L-methionine biosynthesis IV|g__Bacteroides.s__Bacteroides_uniformis	24.6751	35.9241	17.998	39.3353	0	7.97036	2.32173	3.37132	0.932135	44.6845	13.8577	4.35811	1.21028	11.8562	45.766	12.6962	50.1063	0.170078	0.276196	35.1205	0	3.92538	23.8939	11.6426	42.445	11.9102	8.12802	5.69569	20.9114	10.3475	5.01446	2.94818	48.2954	11.835	0	5.86114	6.73797	2.17707	1.32758	27.1623	6.16262	4.6955	11.5429	0	2.89926	19.542	79.8652	43.1244	13.254	29.8348	2.30581	20.3204	1.65669	0.0440504	0	0.0871873	0.180218	3.14492	31.2391	0.217678	8.76365	11.8365	3.3089	3.23543	27.8792	3.39667	2.7756	0.739509	6.9173	17.1064	43.4728	15.2705	0	2.97122	52.0816	0.848792	3.99946	58.3324	37.2582	1.0284	8.81687	16.9725	39.8002	37.8253	4.2888	1.37379	15.3222	3.72729	19.9178	21.9495	17.7263	1.24844	0.497687	14.2563	0.837042	7.2387	15.4615	27.1648	1.96486	32.0591	4.36389	7.1224	28.8038	4.05108	6.34268	11.6178	19.7272	4.76393	0.0551773	3.75798	0.446455	4.1172	23.6536	3.0699	1.75723	3.63157	32.6573	7.23227	6.77551	6.03179	37.7322	34.0001	8.29331	21.4229	45.635
PWY-7977: L-methionine biosynthesis IV|g__Bacteroides.s__Bacteroides_xylanisolvens	0.176978	0.142149	0.398773	0	0.404101	0	0	1.53685	0.806908	0	1.07423	0.280418	0.291918	0	0.588676	0	0.11261	0.0527426	0.581856	3.82078	0.0831455	1.16016	0.125684	1.21069	1.51631	3.42202	0.0282059	0.189644	3.0726	3.70141	0.0631481	4.75441	6.64815	0.458644	3.90705	1.43651	10.745	1.12792	0	1.33989	0	1.34341	0.107819	0.234697	1.02412	0.0552593	2.80387	0.820908	0.397546	0.576687	0.0160085	0.661983	0.326402	0	75.8565	0	0	0	0.015693	0	0.248141	0.156856	0.325489	0.762685	2.08068	0.0902282	0.156914	0.154229	2.11447	0.847321	0.186071	1.15881	0	1.1063	0.907788	1.83636	0.0275553	0	8.43829	0	0.0768187	0	1.06676	0.682504	0.0991811	0	2.12959	4.17705	0.0157332	0.267502	2.78965	0.328228	0.0431435	0.0403235	2.62844	7.00903	3.34377	0	0	0.167367	0.790806	0.627637	0.7375	0.798472	0.135472	0	0.157474	1.87147	0.0871256	0.107147	0.0959624	0.952102	0.0314378	0	0.280035	1.93573	1.92364	2.10623	2.16067	36.2387	12.665	51.1931	0	1.07825	1.01598
PWY-7977: L-methionine biosynthesis IV|g__Butyricimonas.s__Butyricimonas_virosa	1.32591	0	0.74211	0	0	0.638245	0	0	0.947195	0	0	1.57197	0	0	0.639293	0	2.8692	0	0	0.571458	0	0.277066	0	5.08763	0	1.78006	0	0	0	0	1.11679	0	0	0	0	0	0	0	0	0.611627	0	0	0.239239	0	0	0	0.249925	0.416464	0	0	0.720195	1.11712	0	0	0	0	0	0.502472	0	0	0.259982	1.91936	0	0.375899	0	0	0	0.264726	5.01993	0.933067	2.31817	0	0	0	3.91461	0	0.807561	0	2.14675	0.241647	0.677779	0	0.221197	0	0	0	0	0	0	0	3.06146	0	0	0	0	2.10859	0	1.66436	0.497477	1.49125	0	0.627856	0.92106	0	0	0.705808	1.36146	0	0	0.268188	0	0	0	0	1.39901	1.486	0	1.16276	0	0	3.00063	0	0	0	1.10461
PWY-7977: L-methionine biosynthesis IV|g__Catenibacterium.s__Catenibacterium_mitsuokai	0	0	0	0	0	4.60472	7.75557	4.10877	3.66831	0	0	0	2.36776	12.7673	0	0	0	2.74917	1.36544	0	0	4.45301	0	13.3265	46.3298	12.5164	0	0	0	5.77118	0	6.28715	0	5.00718	0	0	0	3.52235	0	0	0	6.46726	0	0	0	0	0	0	0	0	1.819	0	6.27106	5.22258	0	15.1294	1.01116	1.45863	0	2.82667	0	8.60292	0	0	0	1.32486	0.60708	16.3549	0	0	0	0	0.069644	5.57333	0	1.83136	0	0	28.2606	1.84179	0	0	0	0	12.4647	3.64196	28.693	12.378	0	0	0	2.91931	0.257702	0	2.15184	0	0	0	13.7028	0	0	37.5015	0	8.66209	0	6.0731	0	6.77827	0.41675	4.79672	1.52726	0	0	2.02572	2.46053	0	0	0	4.61729	15.3019	0	0	7.88151	0	0
PWY-7977: L-methionine biosynthesis IV|g__Citrobacter.s__Citrobacter_braakii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.456177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.593643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0763983	0	0	0	0	0	0	2.41149	0	0	0
PWY-7977: L-methionine biosynthesis IV|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67867	0	0	0	0	0	0	0	0	0.719486	0	0	0	0	0	0	0	0	0	2.57128	0	0	0	0	0	0	0	0	0	0	0	0	0.674582	0	0	0	0	0	0.0242183	0	0	0	0	0	0	0	0	0	0
PWY-7977: L-methionine biosynthesis IV|g__Citrobacter.s__Citrobacter_portucalensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29624	0	0	0	0	0	0	0	0	0	0	0	0	0.106438	0	0	0	0	0	0.10668	0	0	0	0	0	0	0	0	0	0
PWY-7977: L-methionine biosynthesis IV|g__Clostridioides.s__Clostridioides_difficile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270821	0	0.180177	0	0	0	0.276786	0	0	0	0.31391	0	0	0.122092	0	0	0	40.406	0	2.40213	0.888407	0	0.119491	0	0	0	0	0	0	0	0	0	0	0	0	0.598107	0	4.21552	0.585882	0	0	0	0	0	0	0.327897	0	0	0.286099	0	0	0.295059	0	0	0	0	4.608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323017	0	3.50388	0	0	0	0.659067	0	1.69231	0	0	0
PWY-7977: L-methionine biosynthesis IV|g__Collinsella.s__Collinsella_aerofaciens	2.02139	0	2.64722	3.30206	11.8858	5.16584	7.67973	6.55961	6.75433	0	12.4791	5.37686	0.517709	3.90254	3.13218	0	9.14651	3.82668	0.821934	3.60054	0	3.8698	14.336	6.18587	5.48421	4.2552	11.9687	9.88122	10.7005	9.95792	2.34596	2.58542	0	0	14.9752	15.4442	0	0	1.48943	11.952	31.7633	2.25974	12.0607	13.165	5.85748	19.3886	1.84494	0	22.8068	2.55208	6.62313	0	24.2643	64.735	6.13956	181.428	27.2162	0	24.622	68.6126	8.25836	13.6024	43.2402	3.04493	17.9429	5.05361	14.7421	39.5252	2.44657	8.14077	3.69266	2.1668	24.5623	54.6344	0.898503	0	32.2372	0	1.33368	21.0253	1.45186	11.1486	18.3932	11.7732	21.3202	0	7.17956	14.145	35.1471	0	2.91293	9.1702	24.3396	32.6616	0	4.48369	33.3408	3.18706	3.97904	21.4515	39.8425	2.0751	18.1384	10.9557	27.2757	11.2797	4.19817	5.99461	16.2028	26.2984	73.7436	22.8127	10.3257	0	5.46031	4.84596	0	11.5902	6.91959	0	1.83859	7.08707	2.45566	1.90125	4.56846
PWY-7977: L-methionine biosynthesis IV|g__Coprobacter.s__Coprobacter_fastidiosus	0	0	0	0	0	0	0	0	0	0	0	0.723035	0	0.880847	0	6.68756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.61936	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120812	0	0	0	0	0	0	0	0	0	0	0	0	0.61164	0	0	0.580947	0	0	0	0.348549	0	0	0	0	0	1.30152	0	0	0	0	0.425902	0	1.99277	0	0	0.629911	0	0	0	0	0	0.961525	0	0	0.387857	0	0	0	0	0.341676	2.66617	0	0	0	0	1.42745	0	0	0	0	0.567501	0	0	0	0	0	0	0	0	0	0.878147	0	0	0	2.78451	0	0	0	0
PWY-7977: L-methionine biosynthesis IV|g__Coprobacter.s__Coprobacter_secundus	0.38034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30148	0	0	0	0	0	0	0	0.101682	0	0	0.270262	0.231945	0	0	0	0	0	0	0	0	0	0	0	0	0	0.368261	0.221771	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
